date,generation_biomass,generation_fossil_hard_coal,generation_fossil_oil,generation_nuclear,generation_other_renewable,generation_solar,generation_waste,price_actual
2015-06-27 17:00:00+02:00,487,7429,280,5863,56,4654,261,67.89
2015-06-27 18:00:00+02:00,495,7430,281,5880,57,4152,263,69.28
2015-06-27 19:00:00+02:00,495,7386,283,5883,58,3452,263,66.42
2015-06-27 20:00:00+02:00,500,7445,285,5902,58,2288,267,68.91
2015-06-27 21:00:00+02:00,502,7477,286,5927,56,1150,259,69.45
2015-06-27 22:00:00+02:00,499,7481,288,5951,56,799,264,71.39
2015-06-27 23:00:00+02:00,510,7479,287,5971,56,763,258,62.92
2015-06-28 00:00:00+02:00,516,7453,281,5985,55,760,254,64.51
2015-06-28 01:00:00+02:00,520,7338,281,5995,57,752,262,57.8
2015-06-28 02:00:00+02:00,525,7421,280,5996,60,748,256,55.8
2015-06-28 03:00:00+02:00,525,7383,277,6001,56,746,256,55.39
2015-06-28 04:00:00+02:00,520,7168,280,6007,59,741,266,55.63
2015-06-28 05:00:00+02:00,521,7045,280,6007,60,729,268,55.17
2015-06-28 06:00:00+02:00,514,7017,278,6002,59,537,266,56.07
2015-06-28 07:00:00+02:00,510,6822,281,6008,60,512,263,55.26
2015-06-28 08:00:00+02:00,514,6857,285,6009,57,1280,259,59.49
2015-06-28 09:00:00+02:00,524,6907,281,6005,58,3271,256,58.14
2015-06-28 10:00:00+02:00,531,7040,281,6002,55,4453,261,57.94
2015-06-28 11:00:00+02:00,533,7170,283,5991,56,4900,261,62.71
2015-06-28 12:00:00+02:00,518,7478,279,5977,59,5154,255,64.31
2015-06-28 13:00:00+02:00,512,7590,282,5974,57,5265,267,67.94
2015-06-28 14:00:00+02:00,513,7478,282,5969,57,5277,270,64.84
2015-06-28 15:00:00+02:00,516,7305,280,5968,58,5200,271,59.36
2015-06-28 16:00:00+02:00,519,7210,279,5967,54,5008,266,57.44
2015-06-28 17:00:00+02:00,516,7241,260,5956,54,4665,268,56.68
2015-06-28 18:00:00+02:00,515,7337,271,5933,54,4155,265,57.61
2015-06-28 19:00:00+02:00,514,7410,273,5908,53,3415,266,58.59
2015-06-28 20:00:00+02:00,516,7442,280,5913,53,2249,274,60.09
2015-06-28 21:00:00+02:00,527,7540,281,5931,52,1088,274,68.87
2015-06-28 22:00:00+02:00,521,7537,284,5953,52,769,270,72.53
2015-06-28 23:00:00+02:00,517,7537,285,5974,50,754,273,68.22
2015-06-29 00:00:00+02:00,521,7420,282,5987,52,756,275,59.6
2015-06-29 01:00:00+02:00,520,7354,283,5990,52,761,271,56.88
2015-06-29 02:00:00+02:00,519,7321,282,5990,52,754,271,55.61
2015-06-29 03:00:00+02:00,516,7286,283,5992,52,754,271,55.61
2015-06-29 04:00:00+02:00,519,7328,283,5993,53,749,276,55.76
2015-06-29 05:00:00+02:00,524,7435,284,5995,52,729,275,57.61
2015-06-29 06:00:00+02:00,526,7545,279,5996,50,512,278,67.31
2015-06-29 07:00:00+02:00,532,7595,298,5999,52,484,276,69.26
2015-06-29 08:00:00+02:00,536,7623,364,6003,55,1173,273,75.41
2015-06-29 09:00:00+02:00,537,7632,381,5994,50,2935,270,75.23
2015-06-29 10:00:00+02:00,534,7514,383,5974,57,4312,268,78.33
2015-06-29 11:00:00+02:00,537,7598,373,5966,58,4864,267,84.2
2015-06-29 12:00:00+02:00,535,7617,381,5965,55,5130,267,84.39
2015-06-29 13:00:00+02:00,532,7653,381,5964,56,5267,269,83.07
2015-06-29 14:00:00+02:00,535,7678,378,5962,56,5238,268,79.5
2015-06-29 15:00:00+02:00,531,7681,371,5961,56,5177,253,77.25
2015-06-29 16:00:00+02:00,525,7686,378,5961,57,4981,238,76.75
2015-06-29 17:00:00+02:00,518,7666,382,5957,58,4632,222,77.9
2015-06-29 18:00:00+02:00,523,7638,375,5958,60,4118,215,78.1
2015-06-29 19:00:00+02:00,522,7716,388,5960,58,3416,213,75.02
2015-06-29 20:00:00+02:00,527,7739,393,5984,60,2518,212,74.84
2015-06-29 21:00:00+02:00,531,7706,392,5994,60,1734,216,76.16
2015-06-29 22:00:00+02:00,535,7741,393,5998,61,1408,219,76.96
2015-06-29 23:00:00+02:00,536,7718,397,6000,61,1382,221,73.23
2015-06-30 00:00:00+02:00,532,7729,379,6004,60,1372,221,69.21
2015-06-30 01:00:00+02:00,522,7715,377,6008,58,1374,217,62.38
2015-06-30 02:00:00+02:00,521,7856,370,6003,61,1372,220,57.98
2015-06-30 03:00:00+02:00,518,7797,368,6000,59,1369,223,57.47
2015-06-30 04:00:00+02:00,519,7669,368,6001,58,1370,225,57.55
2015-06-30 05:00:00+02:00,530,7770,363,6001,60,1333,205,59.96
2015-06-30 06:00:00+02:00,530,7738,365,6001,60,1074,200,64.66
2015-06-30 07:00:00+02:00,531,7919,379,5993,59,975,203,66.85
2015-06-30 08:00:00+02:00,538,8016,386,5991,59,1354,201,75.09
2015-06-30 09:00:00+02:00,528,8053,380,5998,60,2712,199,75.98
2015-06-30 10:00:00+02:00,517,8092,377,5997,60,3761,200,77.22
2015-06-30 11:00:00+02:00,512,7983,380,5995,59,4293,199,85.02
2015-06-30 12:00:00+02:00,506,8002,379,5984,59,4606,197,84.23
2015-06-30 13:00:00+02:00,501,8038,399,5980,58,4671,165,80.91
2015-06-30 14:00:00+02:00,484,8038,396,5976,60,4643,150,78.56
2015-06-30 15:00:00+02:00,491,8044,391,5980,60,4613,149,75.89
2015-06-30 16:00:00+02:00,494,8094,389,5981,58,4498,146,74.73
2015-06-30 17:00:00+02:00,488,8040,385,5978,56,4283,150,76.43
2015-06-30 18:00:00+02:00,494,8125,383,5979,58,3944,159,75.65
2015-06-30 19:00:00+02:00,497,8126,388,5981,57,3413,176,72.4
2015-06-30 20:00:00+02:00,500,8102,399,5983,57,2527,184,73.35
2015-06-30 21:00:00+02:00,504,8124,390,5988,57,1662,209,74.85
2015-06-30 22:00:00+02:00,508,8003,399,5989,56,1333,217,74.98
2015-06-30 23:00:00+02:00,508,7930,385,5993,56,1282,219,69.08
2015-07-01 00:00:00+02:00,494,6703,272,7097,71,32,243,68.31
2015-07-01 01:00:00+02:00,497,6619,274,7096,71,32,237,60.52
2015-07-01 02:00:00+02:00,487,6450,275,7096,71,32,233,55.91
2015-07-01 03:00:00+02:00,484,6366,275,7097,72,32,239,55.9
2015-07-01 04:00:00+02:00,489,6363,273,7096,71,32,239,55.89
2015-07-01 05:00:00+02:00,502,6610,275,7096,70,32,238,57.6
2015-07-01 06:00:00+02:00,498,6955,265,7096,69,32,225,65.88
2015-07-01 07:00:00+02:00,493,7165,276,7095,60,34,214,67.38
2015-07-01 08:00:00+02:00,495,7408,327,7096,65,40,215,73.42
2015-07-01 09:00:00+02:00,494,7359,335,7095,62,355,209,75.59
2015-07-01 10:00:00+02:00,502,7506,331,7096,59,984,212,79.25
2015-07-01 11:00:00+02:00,508,7396,338,7096,64,1598,219,84.24
2015-07-01 12:00:00+02:00,504,7517,345,7097,66,2132,219,82.99
2015-07-01 13:00:00+02:00,506,7574,347,7098,68,2453,218,82.12
2015-07-01 14:00:00+02:00,503,7585,348,7098,65,2614,213,76.93
2015-07-01 15:00:00+02:00,503,7585,346,7096,68,2609,208,75.65
2015-07-01 16:00:00+02:00,508,7623,345,7096,72,2194,214,74.89
2015-07-01 17:00:00+02:00,523,7614,350,7095,75,1068,221,76.1
2015-07-01 18:00:00+02:00,523,7566,353,7097,75,303,226,76.41
2015-07-01 19:00:00+02:00,521,7645,351,7097,77,71,225,73.22
2015-07-01 20:00:00+02:00,524,7646,352,7099,79,56,229,73.99
2015-07-01 21:00:00+02:00,525,7616,348,7101,78,53,228,76.36
2015-07-01 22:00:00+02:00,523,7606,353,7100,78,53,223,76.86
2015-07-01 23:00:00+02:00,521,7689,356,7100,78,52,221,72.44
2015-07-02 00:00:00+02:00,485,5786,327,7101,76,118,212,68.18
2015-07-02 01:00:00+02:00,485,5771,322,7104,74,116,211,63.07
2015-07-02 02:00:00+02:00,479,5742,322,7106,73,97,210,59.58
2015-07-02 03:00:00+02:00,479,5658,320,7106,74,82,213,59.42
2015-07-02 04:00:00+02:00,483,5758,319,7108,72,71,214,63.38
2015-07-02 05:00:00+02:00,482,5810,313,7110,69,50,213,65.68
2015-07-02 06:00:00+02:00,483,5915,312,7109,70,45,212,68.12
2015-07-02 07:00:00+02:00,478,5946,316,7110,71,46,211,68.83
2015-07-02 08:00:00+02:00,465,6016,315,7110,71,83,211,76.93
2015-07-02 09:00:00+02:00,474,6145,317,7107,71,484,205,80.26
2015-07-02 10:00:00+02:00,485,6294,318,7107,72,1212,203,82.01
2015-07-02 11:00:00+02:00,488,6237,314,7109,72,1983,207,86.42
2015-07-02 12:00:00+02:00,483,6316,316,7109,73,2354,208,87.01
2015-07-02 13:00:00+02:00,484,6471,316,7108,74,2264,214,86.66
2015-07-02 14:00:00+02:00,486,6434,308,7109,73,2100,213,86
2015-07-02 15:00:00+02:00,481,6460,303,7107,73,1891,215,83.25
2015-07-02 16:00:00+02:00,479,6399,304,7105,70,1457,216,82.27
2015-07-02 17:00:00+02:00,476,6372,304,7105,73,809,210,82.89
2015-07-02 18:00:00+02:00,476,6497,304,7105,74,238,217,82.93
2015-07-02 19:00:00+02:00,482,6534,307,7105,77,75,221,78.03
2015-07-02 20:00:00+02:00,483,6553,311,7107,76,72,220,76.44
2015-07-02 21:00:00+02:00,475,6557,308,7108,75,48,216,77.01
2015-07-02 22:00:00+02:00,458,6402,281,7109,72,43,211,77.23
2015-07-02 23:00:00+02:00,462,6186,280,7108,71,40,215,73.87
2015-07-03 00:00:00+02:00,486,3165,287,6829,68,613,158,68.28
2015-07-03 01:00:00+02:00,480,3129,272,6855,66,600,156,65.02
2015-07-03 02:00:00+02:00,482,3022,262,6870,66,490,158,65.01
2015-07-03 03:00:00+02:00,479,2913,261,6873,68,257,160,65.75
2015-07-03 04:00:00+02:00,476,2802,261,6875,66,152,159,65.97
2015-07-03 05:00:00+02:00,475,2817,257,6875,67,103,159,65.76
2015-07-03 06:00:00+02:00,477,2867,250,6875,67,55,162,66.58
2015-07-03 07:00:00+02:00,483,2958,252,6870,67,62,158,68.05
2015-07-03 08:00:00+02:00,484,3018,254,6871,66,892,158,74.53
2015-07-03 09:00:00+02:00,485,3081,249,6872,64,2799,158,76.09
2015-07-03 10:00:00+02:00,469,2852,242,6873,64,4623,148,78.23
2015-07-03 11:00:00+02:00,463,2689,244,6872,64,5226,147,82.8
2015-07-03 12:00:00+02:00,463,2551,247,6871,63,5413,156,81.65
2015-07-03 13:00:00+02:00,469,2629,262,6871,64,5443,156,78.44
2015-07-03 14:00:00+02:00,471,2709,257,6870,62,5347,155,72.57
2015-07-03 15:00:00+02:00,465,2793,249,6869,64,5093,153,71.28
2015-07-03 16:00:00+02:00,467,2750,267,6867,64,4630,142,67.31
2015-07-03 17:00:00+02:00,468,2852,270,6867,65,3829,153,76.05
2015-07-03 18:00:00+02:00,484,2987,273,6862,65,2177,147,74.78
2015-07-03 19:00:00+02:00,491,3039,274,6862,68,836,139,70.09
2015-07-03 20:00:00+02:00,486,3307,274,6867,67,643,147,71.48
2015-07-03 21:00:00+02:00,487,3332,275,6872,67,645,158,75.44
2015-07-03 22:00:00+02:00,482,3265,275,6871,67,625,158,76.74
2015-07-03 23:00:00+02:00,480,3001,274,6872,63,608,151,72.16
2015-07-04 00:00:00+02:00,350,1955,333,7091,52,125,173,68.5
2015-07-04 01:00:00+02:00,349,1736,324,7090,52,106,163,59.94
2015-07-04 02:00:00+02:00,322,1667,288,7091,51,106,161,59.8
2015-07-04 03:00:00+02:00,316,1516,289,7092,51,95,152,56.89
2015-07-04 04:00:00+02:00,317,1632,300,7092,50,91,150,56.75
2015-07-04 05:00:00+02:00,338,1845,303,7092,51,91,159,57.04
2015-07-04 06:00:00+02:00,351,2238,311,7091,51,91,161,57.4
2015-07-04 07:00:00+02:00,354,2761,359,7089,51,98,162,57.13
2015-07-04 08:00:00+02:00,362,3145,387,7086,52,326,149,68.31
2015-07-04 09:00:00+02:00,359,3271,398,7086,52,1274,151,70.16
2015-07-04 10:00:00+02:00,362,3173,407,7086,56,2702,150,73.01
2015-07-04 11:00:00+02:00,360,2922,403,7085,59,3673,153,75.09
2015-07-04 12:00:00+02:00,363,2634,403,7085,60,4018,152,74.63
2015-07-04 13:00:00+02:00,367,2626,408,7085,59,4025,152,74.52
2015-07-04 14:00:00+02:00,367,2618,409,7085,62,3843,151,72.22
2015-07-04 15:00:00+02:00,368,2868,403,7084,64,3659,147,63.84
2015-07-04 16:00:00+02:00,368,3012,399,7083,62,3064,143,60.28
2015-07-04 17:00:00+02:00,364,2819,402,7084,64,2563,137,59.3
2015-07-04 18:00:00+02:00,372,2714,407,7084,66,2025,149,60.53
2015-07-04 19:00:00+02:00,369,2566,410,7084,64,1172,151,61.18
2015-07-04 20:00:00+02:00,370,2707,408,7086,66,367,145,70.12
2015-07-04 21:00:00+02:00,372,3269,404,7089,68,161,143,74.63
2015-07-04 22:00:00+02:00,360,3110,398,7089,66,147,139,75.03
2015-07-04 23:00:00+02:00,353,2482,390,7090,64,140,147,70.3
2015-07-05 00:00:00+02:00,423,5710,385,4043,71,639,147,70.26
2015-07-05 01:00:00+02:00,429,5306,382,4044,72,639,150,60.93
2015-07-05 02:00:00+02:00,431,5162,382,4045,72,607,150,56.37
2015-07-05 03:00:00+02:00,430,4996,378,4045,73,541,152,54.24
2015-07-05 04:00:00+02:00,428,5022,379,4044,73,478,150,54
2015-07-05 05:00:00+02:00,428,4885,377,4045,74,408,148,53.65
2015-07-05 06:00:00+02:00,423,5043,382,4045,71,230,149,53.79
2015-07-05 07:00:00+02:00,425,5178,376,4045,71,182,151,52.76
2015-07-05 08:00:00+02:00,427,5471,379,4046,73,836,152,55.61
2015-07-05 09:00:00+02:00,429,5445,373,4046,72,2692,145,57.43
2015-07-05 10:00:00+02:00,421,5087,380,4036,74,4148,146,60.7
2015-07-05 11:00:00+02:00,418,4759,381,4023,74,4776,146,65.86
2015-07-05 12:00:00+02:00,406,4666,367,4000,68,5137,138,62.22
2015-07-05 13:00:00+02:00,409,4828,390,4002,70,5372,140,64.38
2015-07-05 14:00:00+02:00,404,4771,391,4007,69,5427,146,62.15
2015-07-05 15:00:00+02:00,421,4815,379,4005,68,5336,150,58.31
2015-07-05 16:00:00+02:00,422,4766,386,4004,70,5119,150,57.01
2015-07-05 17:00:00+02:00,420,4681,390,4004,71,4716,152,56.04
2015-07-05 18:00:00+02:00,417,4352,386,4062,69,4112,156,57.12
2015-07-05 19:00:00+02:00,421,4580,390,4096,72,3080,157,58.06
2015-07-05 20:00:00+02:00,423,5003,390,4118,74,1625,159,63.21
2015-07-05 21:00:00+02:00,438,5435,389,4126,72,843,155,75.42
2015-07-05 22:00:00+02:00,434,5241,396,4121,72,679,146,76.76
2015-07-05 23:00:00+02:00,436,4502,375,4129,72,677,147,71.59
2015-07-06 00:00:00+02:00,513,4969,258,4595,69,538,250,60.17
2015-07-06 01:00:00+02:00,504,4700,257,4602,69,500,251,56.72
2015-07-06 02:00:00+02:00,499,4463,255,4609,69,410,251,54.75
2015-07-06 03:00:00+02:00,502,4285,250,4662,69,390,253,54.32
2015-07-06 04:00:00+02:00,507,4232,251,4683,70,389,255,53.98
2015-07-06 05:00:00+02:00,507,4255,252,4709,71,339,255,56.25
2015-07-06 06:00:00+02:00,507,4211,252,4727,70,257,254,64.72
2015-07-06 07:00:00+02:00,506,4021,252,4754,70,471,254,65.92
2015-07-06 08:00:00+02:00,507,4260,257,4769,69,1146,252,73.54
2015-07-06 09:00:00+02:00,503,4586,258,4764,68,2513,250,78.87
2015-07-06 10:00:00+02:00,503,4828,257,4765,69,3620,247,81.29
2015-07-06 11:00:00+02:00,498,4900,256,4784,69,4336,248,86.02
2015-07-06 12:00:00+02:00,503,5010,259,4768,70,4724,250,85.79
2015-07-06 13:00:00+02:00,498,5096,257,4755,69,4825,251,84.47
2015-07-06 14:00:00+02:00,499,5096,257,4741,68,4796,251,80.27
2015-07-06 15:00:00+02:00,510,4948,254,4763,66,4605,251,75.72
2015-07-06 16:00:00+02:00,504,4902,253,4784,66,4240,245,75.16
2015-07-06 17:00:00+02:00,502,4747,251,4806,66,3789,251,75.74
2015-07-06 18:00:00+02:00,497,4925,253,4824,65,3024,255,75.63
2015-07-06 19:00:00+02:00,485,4885,255,4851,67,2206,248,77.41
2015-07-06 20:00:00+02:00,490,4821,257,4877,66,1463,247,77.2
2015-07-06 21:00:00+02:00,494,4979,250,4901,68,901,255,76.77
2015-07-06 22:00:00+02:00,497,4918,248,4927,65,748,251,77.8
2015-07-06 23:00:00+02:00,493,4800,248,4949,66,710,247,72.65
2015-07-07 00:00:00+02:00,511,8313,353,5956,67,662,238,70.94
2015-07-07 01:00:00+02:00,515,8239,356,5956,67,659,238,68.21
2015-07-07 02:00:00+02:00,512,8199,347,5953,66,647,250,59.13
2015-07-07 03:00:00+02:00,510,8256,336,5957,66,612,263,58.18
2015-07-07 04:00:00+02:00,517,8251,333,5962,67,542,263,58.15
2015-07-07 05:00:00+02:00,521,8252,336,5963,66,357,267,62.95
2015-07-07 06:00:00+02:00,521,8262,341,5961,66,124,264,68.03
2015-07-07 07:00:00+02:00,521,8256,349,5961,68,179,262,68.32
2015-07-07 08:00:00+02:00,524,8190,389,5965,66,682,258,76.2
2015-07-07 09:00:00+02:00,521,8147,412,5966,65,2024,253,79.22
2015-07-07 10:00:00+02:00,517,8145,420,5967,66,3518,254,80.73
2015-07-07 11:00:00+02:00,512,8138,418,5961,63,4129,254,85.71
2015-07-07 12:00:00+02:00,505,8124,411,5933,63,4402,251,85.87
2015-07-07 13:00:00+02:00,504,8121,410,5907,63,4485,254,85.24
2015-07-07 14:00:00+02:00,493,7877,416,5895,66,4448,255,82.27
2015-07-07 15:00:00+02:00,486,7600,409,5894,68,4375,257,79.97
2015-07-07 16:00:00+02:00,487,7294,410,5888,65,4592,249,78.38
2015-07-07 17:00:00+02:00,486,7268,404,5888,66,4373,250,78.18
2015-07-07 18:00:00+02:00,490,7271,416,5888,68,3850,251,76.88
2015-07-07 19:00:00+02:00,498,7302,416,5887,69,2982,251,72.4
2015-07-07 20:00:00+02:00,496,7315,420,5890,68,1807,250,67.45
2015-07-07 21:00:00+02:00,504,7449,421,5901,70,858,253,69.74
2015-07-07 22:00:00+02:00,506,7497,424,5916,73,620,256,73.05
2015-07-07 23:00:00+02:00,498,7432,420,5922,74,608,258,68.74
2015-07-08 00:00:00+02:00,503,6809,341,6686,69,386,266,67.77
2015-07-08 01:00:00+02:00,502,6747,338,6683,69,344,264,58.46
2015-07-08 02:00:00+02:00,510,6585,333,6685,68,343,246,55.52
2015-07-08 03:00:00+02:00,517,6377,322,6686,69,292,236,54.51
2015-07-08 04:00:00+02:00,523,6467,325,6691,68,134,230,54.22
2015-07-08 05:00:00+02:00,528,6132,326,6691,67,120,242,54.25
2015-07-08 06:00:00+02:00,532,6079,327,6696,68,57,240,58.4
2015-07-08 07:00:00+02:00,540,6513,335,6697,67,93,234,58.58
2015-07-08 08:00:00+02:00,548,6718,339,6696,67,437,244,71.36
2015-07-08 09:00:00+02:00,549,6805,349,6692,67,1081,251,75.26
2015-07-08 10:00:00+02:00,543,6825,375,6688,64,1819,245,77.7
2015-07-08 11:00:00+02:00,541,6825,393,6688,70,2574,248,84.7
2015-07-08 12:00:00+02:00,529,6823,391,6683,68,2936,257,85.49
2015-07-08 13:00:00+02:00,530,6833,386,6679,69,3113,259,85.33
2015-07-08 14:00:00+02:00,523,6835,389,6673,69,3103,247,83.81
2015-07-08 15:00:00+02:00,521,6836,384,6669,69,2896,249,80.37
2015-07-08 16:00:00+02:00,510,6844,391,6662,71,2540,263,79.81
2015-07-08 17:00:00+02:00,500,6841,385,6649,70,2014,261,80.07
2015-07-08 18:00:00+02:00,494,6792,386,6653,70,1351,264,79.73
2015-07-08 19:00:00+02:00,498,6693,381,6658,70,688,265,75.14
2015-07-08 20:00:00+02:00,504,6217,383,6662,69,199,268,74.63
2015-07-08 21:00:00+02:00,524,6254,394,6671,70,31,269,75.58
2015-07-08 22:00:00+02:00,531,6544,391,6673,69,30,270,76.05
2015-07-08 23:00:00+02:00,535,6590,393,6677,65,30,260,69.38
2015-07-09 00:00:00+02:00,475,5718,279,6904,63,159,264,60.07
2015-07-09 01:00:00+02:00,459,5484,278,6904,63,89,262,58.17
2015-07-09 02:00:00+02:00,440,5272,277,6906,63,52,260,53.55
2015-07-09 03:00:00+02:00,438,5191,277,6908,63,46,266,52.16
2015-07-09 04:00:00+02:00,434,5266,277,6907,65,46,267,51.85
2015-07-09 05:00:00+02:00,438,5283,277,6905,64,46,265,51.63
2015-07-09 06:00:00+02:00,453,6069,286,6904,64,46,264,54.39
2015-07-09 07:00:00+02:00,454,6773,319,6904,64,49,261,54.81
2015-07-09 08:00:00+02:00,455,7191,387,6909,64,233,265,62.3
2015-07-09 09:00:00+02:00,429,7318,393,6915,62,810,248,71.37
2015-07-09 10:00:00+02:00,436,7334,387,6907,64,1693,232,75.4
2015-07-09 11:00:00+02:00,457,7297,402,6903,64,2440,248,82.56
2015-07-09 12:00:00+02:00,467,7370,409,6900,65,2845,253,84.13
2015-07-09 13:00:00+02:00,472,7383,394,6899,65,3252,252,84.84
2015-07-09 14:00:00+02:00,465,7276,385,6896,63,3518,245,82.5
2015-07-09 15:00:00+02:00,472,7237,409,6894,61,3510,243,82.18
2015-07-09 16:00:00+02:00,484,7186,397,6892,62,3091,238,84.21
2015-07-09 17:00:00+02:00,491,7226,409,6894,66,2334,240,84.6
2015-07-09 18:00:00+02:00,507,7195,411,6897,65,1675,241,84.41
2015-07-09 19:00:00+02:00,509,6953,412,6901,65,1090,240,81.88
2015-07-09 20:00:00+02:00,512,6881,408,6903,67,469,239,81.42
2015-07-09 21:00:00+02:00,520,7110,413,6905,65,287,238,82.43
2015-07-09 22:00:00+02:00,519,7031,416,6905,61,250,238,82
2015-07-09 23:00:00+02:00,512,7003,413,6908,65,221,236,78.64
2015-07-10 00:00:00+02:00,542,6659,383,4888,70,92,254,70.63
2015-07-10 01:00:00+02:00,539,6799,379,4885,69,59,256,69.25
2015-07-10 02:00:00+02:00,543,6806,359,4885,69,58,263,67.42
2015-07-10 03:00:00+02:00,543,6997,356,4885,70,60,271,66.85
2015-07-10 04:00:00+02:00,544,7123,359,4885,69,59,273,66.1
2015-07-10 05:00:00+02:00,543,7254,368,4891,70,60,273,65.69
2015-07-10 06:00:00+02:00,543,7202,371,4892,69,59,274,67.96
2015-07-10 07:00:00+02:00,547,7542,388,4893,68,69,270,67.44
2015-07-10 08:00:00+02:00,549,7582,408,4901,64,143,273,75.85
2015-07-10 09:00:00+02:00,550,7591,418,4902,64,885,273,77.44
2015-07-10 10:00:00+02:00,547,7595,417,4900,68,1991,273,78.76
2015-07-10 11:00:00+02:00,537,7575,416,4899,70,3095,268,84.74
2015-07-10 12:00:00+02:00,544,7493,411,4898,67,3765,264,84.78
2015-07-10 13:00:00+02:00,545,7605,417,4896,69,3900,262,83.14
2015-07-10 14:00:00+02:00,546,7607,415,4895,67,3934,260,80.97
2015-07-10 15:00:00+02:00,554,7531,410,4894,69,3958,264,78.09
2015-07-10 16:00:00+02:00,554,7380,408,4894,71,3882,268,78.02
2015-07-10 17:00:00+02:00,558,7376,419,4894,73,3323,270,78.29
2015-07-10 18:00:00+02:00,559,7237,413,4892,75,2438,262,78.66
2015-07-10 19:00:00+02:00,563,7387,413,4892,76,990,262,75.26
2015-07-10 20:00:00+02:00,571,7576,417,4896,77,460,268,75.44
2015-07-10 21:00:00+02:00,568,7541,425,4899,75,398,272,75.81
2015-07-10 22:00:00+02:00,566,7257,427,4902,74,373,270,75.81
2015-07-10 23:00:00+02:00,564,7171,426,4902,72,316,270,69
2015-07-11 00:00:00+02:00,581,6448,341,5040,74,83,280,67.92
2015-07-11 01:00:00+02:00,584,5664,328,5043,72,84,274,59.26
2015-07-11 02:00:00+02:00,576,5152,323,5042,71,71,276,56.06
2015-07-11 03:00:00+02:00,578,4875,320,5042,72,67,275,55.76
2015-07-11 04:00:00+02:00,574,4764,316,5041,71,68,274,54.43
2015-07-11 05:00:00+02:00,572,4870,307,5042,71,67,276,53.92
2015-07-11 06:00:00+02:00,568,4768,304,5041,70,67,278,53.7
2015-07-11 07:00:00+02:00,573,5074,308,5040,71,65,274,53.43
2015-07-11 08:00:00+02:00,572,5381,313,5037,71,507,280,57.25
2015-07-11 09:00:00+02:00,569,6048,302,5039,72,1725,276,60.31
2015-07-11 10:00:00+02:00,572,6156,312,5041,72,3253,278,70.33
2015-07-11 11:00:00+02:00,568,6121,316,5041,71,4160,277,73.71
2015-07-11 12:00:00+02:00,560,6038,319,5041,72,4308,271,74.7
2015-07-11 13:00:00+02:00,554,6120,313,5039,70,4321,277,75.86
2015-07-11 14:00:00+02:00,562,6276,307,5038,71,4340,275,73.58
2015-07-11 15:00:00+02:00,559,6119,304,5037,71,4125,275,70.51
2015-07-11 16:00:00+02:00,556,6203,310,5036,72,3441,279,67.64
2015-07-11 17:00:00+02:00,561,6433,315,5039,72,1717,275,64.51
2015-07-11 18:00:00+02:00,573,6740,315,5037,72,600,280,65.83
2015-07-11 19:00:00+02:00,567,6952,314,5038,71,333,281,67.46
2015-07-11 20:00:00+02:00,570,6950,317,5037,70,167,281,71.57
2015-07-11 21:00:00+02:00,569,6784,317,5036,70,78,282,74.22
2015-07-11 22:00:00+02:00,565,6280,318,5037,70,75,279,74.2
2015-07-11 23:00:00+02:00,556,5161,305,5039,70,74,266,70.79
2015-07-12 00:00:00+02:00,536,5787,323,6091,69,12,232,70.11
2015-07-12 01:00:00+02:00,529,4766,322,6091,68,12,232,60.6
2015-07-12 02:00:00+02:00,517,4318,323,6090,67,12,222,58.11
2015-07-12 03:00:00+02:00,501,4147,322,6091,67,12,218,57.39
2015-07-12 04:00:00+02:00,509,4024,311,6092,67,12,219,56.53
2015-07-12 05:00:00+02:00,517,4088,324,6090,66,12,219,55.74
2015-07-12 06:00:00+02:00,531,4715,324,6090,67,12,225,55.15
2015-07-12 07:00:00+02:00,541,5295,335,6091,67,16,226,53.99
2015-07-12 08:00:00+02:00,540,6271,361,6090,67,32,225,57.32
2015-07-12 09:00:00+02:00,545,6626,368,6092,68,325,227,57.64
2015-07-12 10:00:00+02:00,544,6841,382,6092,68,832,228,59.69
2015-07-12 11:00:00+02:00,545,6658,390,6091,71,1085,226,64.86
2015-07-12 12:00:00+02:00,550,6674,394,6092,73,1144,227,68.39
2015-07-12 13:00:00+02:00,557,6980,384,6092,70,1061,227,73.16
2015-07-12 14:00:00+02:00,560,7039,401,6093,70,961,227,72.74
2015-07-12 15:00:00+02:00,560,6943,399,6092,72,734,227,64.84
2015-07-12 16:00:00+02:00,556,7039,393,6090,73,341,229,61.53
2015-07-12 17:00:00+02:00,558,7227,390,6090,72,44,231,59.99
2015-07-12 18:00:00+02:00,562,7426,396,6090,77,20,236,60.45
2015-07-12 19:00:00+02:00,557,7363,400,6090,77,20,235,60.28
2015-07-12 20:00:00+02:00,557,7341,399,6090,78,19,237,62.35
2015-07-12 21:00:00+02:00,557,7152,397,6091,74,13,238,72.97
2015-07-12 22:00:00+02:00,552,6755,399,6092,72,13,238,75.5
2015-07-12 23:00:00+02:00,555,6367,406,6091,73,13,236,71.3
2015-07-13 00:00:00+02:00,525,6765,302,6265,61,808,284,70.11
2015-07-13 01:00:00+02:00,528,6600,303,6270,64,739,279,58.64
2015-07-13 02:00:00+02:00,532,6431,302,6279,64,703,280,57.27
2015-07-13 03:00:00+02:00,534,6384,299,6221,66,703,278,56.81
2015-07-13 04:00:00+02:00,534,6364,294,6108,66,701,278,56.24
